stress_level,method,seed,rows,success,invalid_plan,collision_trap,support_failure,topology_f1,missed_change_fn,false_topology_alarm,detection_latency,replan_cost,topology_risk_ece,utility,regret
0.11000,proposed_topology_change_detector_v4,7,288,0.71875,0.04514,0.03125,0.01042,0.69261,0.38621,0.16084,0.48380,0.15959,0.10197,0.49279,0.18403
0.11000,proposed_topology_change_detector_v4,8,288,0.73264,0.05556,0.02431,0.01389,0.68657,0.41401,0.14504,0.48380,0.15959,0.09246,0.50432,0.16667
0.11000,proposed_topology_change_detector_v4,9,288,0.69444,0.08681,0.01042,0.01389,0.72000,0.37736,0.13178,0.48380,0.15959,0.11928,0.45505,0.23264
0.11000,risk_aware_robust_replanner,0,288,0.58333,0.22222,0.06944,0.00694,0.49057,0.61765,0.15789,0.53900,0.19534,0.30658,0.12422,0.31250
0.11000,risk_aware_robust_replanner,1,288,0.54514,0.17361,0.05556,0.04167,0.43590,0.66447,0.22794,0.53900,0.19534,0.28025,0.10873,0.35417
0.11000,risk_aware_robust_replanner,2,288,0.57986,0.21528,0.07986,0.03472,0.50943,0.61702,0.11565,0.53900,0.19534,0.31310,0.08953,0.32639
0.11000,risk_aware_robust_replanner,3,288,0.54167,0.18750,0.06250,0.01736,0.42786,0.69286,0.12162,0.53900,0.19534,0.29558,0.11703,0.37500
0.11000,risk_aware_robust_replanner,4,288,0.51736,0.21181,0.05556,0.05556,0.37321,0.73288,0.16901,0.53900,0.19534,0.31644,0.03446,0.39236
0.11000,risk_aware_robust_replanner,5,288,0.51389,0.24653,0.07986,0.02083,0.42478,0.68627,0.18519,0.53900,0.19534,0.33850,0.00345,0.38889
0.11000,risk_aware_robust_replanner,6,288,0.56597,0.14583,0.06597,0.03472,0.46083,0.64789,0.17123,0.53900,0.19534,0.25991,0.15397,0.33681
0.11000,risk_aware_robust_replanner,7,288,0.51042,0.17014,0.04861,0.02431,0.41951,0.69504,0.14286,0.53900,0.19534,0.25469,0.11047,0.39236
0.11000,risk_aware_robust_replanner,8,288,0.55903,0.20833,0.07292,0.03819,0.42453,0.68085,0.17687,0.53900,0.19534,0.32660,0.07470,0.34028
0.11000,risk_aware_robust_replanner,9,288,0.56250,0.21181,0.04167,0.04861,0.45333,0.64828,0.20280,0.53900,0.19534,0.30763,0.10113,0.36458
0.11000,risk_calibrated_topology_belief_v5,0,288,0.81250,0.03125,0.01389,0.01042,0.78689,0.34247,0.01408,0.41040,0.17049,0.05730,0.63923,0.08333
0.11000,risk_calibrated_topology_belief_v5,1,288,0.80903,0.01389,0.02083,0.00347,0.80833,0.30216,0.02685,0.41040,0.17049,0.04807,0.64961,0.09028
0.11000,risk_calibrated_topology_belief_v5,2,288,0.84028,0.02778,0.00694,0.00000,0.79508,0.30714,0.04730,0.41040,0.17049,0.04463,0.68680,0.06597
0.11000,risk_calibrated_topology_belief_v5,3,288,0.83681,0.00694,0.00694,0.01042,0.82812,0.27891,0.02128,0.41040,0.17049,0.03496,0.69468,0.07986
0.11000,risk_calibrated_topology_belief_v5,4,288,0.81944,0.01736,0.01389,0.00347,0.83846,0.24828,0.04196,0.41040,0.17049,0.04109,0.66416,0.09028
0.11000,risk_calibrated_topology_belief_v5,5,288,0.82986,0.02431,0.01389,0.00347,0.83206,0.27815,0.01460,0.41040,0.17049,0.05065,0.67048,0.07292
0.11000,risk_calibrated_topology_belief_v5,6,288,0.84028,0.01389,0.01389,0.00000,0.76230,0.38000,0.00725,0.41040,0.17049,0.03977,0.69506,0.06250
0.11000,risk_calibrated_topology_belief_v5,7,288,0.81944,0.01389,0.01389,0.00694,0.82657,0.27742,0.03008,0.41040,0.17049,0.04124,0.66506,0.08333
0.11000,risk_calibrated_topology_belief_v5,8,288,0.83333,0.01736,0.01042,0.00347,0.80000,0.30380,0.05385,0.41040,0.17049,0.03579,0.68177,0.06597
0.11000,risk_calibrated_topology_belief_v5,9,288,0.84722,0.01042,0.00694,0.01042,0.81897,0.28030,0.03205,0.41040,0.17049,0.03763,0.70055,0.07986
0.11000,topological_slam_tamp,0,288,0.63194,0.14931,0.05556,0.00694,0.51639,0.58553,0.21324,0.55920,0.16406,0.23560,0.26580,0.26389
0.11000,topological_slam_tamp,1,288,0.62153,0.17361,0.07292,0.02083,0.51145,0.59394,0.24390,0.55920,0.16406,0.27364,0.19538,0.27778
0.11000,topological_slam_tamp,2,288,0.55208,0.17708,0.04861,0.01389,0.55602,0.56209,0.15556,0.55920,0.16406,0.25667,0.16594,0.35417
0.11000,topological_slam_tamp,3,288,0.62847,0.12847,0.07986,0.01042,0.60274,0.45902,0.18675,0.55920,0.16406,0.23364,0.24684,0.28819
0.11000,topological_slam_tamp,4,288,0.64931,0.11111,0.06250,0.01736,0.63035,0.47059,0.17037,0.55920,0.16406,0.22681,0.30357,0.26042
0.11000,topological_slam_tamp,5,288,0.61806,0.08333,0.04861,0.00694,0.57627,0.52448,0.17241,0.55920,0.16406,0.18334,0.32576,0.28472
0.11000,topological_slam_tamp,6,288,0.66319,0.19792,0.06250,0.02778,0.59055,0.49324,0.22143,0.55920,0.16406,0.28638,0.21906,0.23958
0.11000,topological_slam_tamp,7,288,0.66319,0.13542,0.07292,0.02083,0.55085,0.54225,0.19863,0.55920,0.16406,0.25680,0.27396,0.23958
0.11000,topological_slam_tamp,8,288,0.67014,0.15972,0.06250,0.00694,0.61538,0.49686,0.16279,0.55920,0.16406,0.25360,0.29041,0.22917
0.11000,topological_slam_tamp,9,288,0.59722,0.16319,0.07292,0.01042,0.54783,0.56250,0.15972,0.55920,0.16406,0.26351,0.19628,0.32986
0.22000,active_view_topology_probe,0,288,0.68750,0.09028,0.03472,0.01042,0.74453,0.32895,0.14706,0.48133,0.26446,0.14930,0.37664,0.22917
0.22000,active_view_topology_probe,1,288,0.71528,0.13194,0.02083,0.01389,0.60000,0.51250,0.17188,0.48133,0.26446,0.18682,0.37730,0.20833
0.22000,active_view_topology_probe,2,288,0.65972,0.08333,0.02083,0.01736,0.71795,0.37179,0.14394,0.48133,0.26446,0.13484,0.36615,0.26042
0.22000,active_view_topology_probe,3,288,0.61458,0.15278,0.05208,0.01736,0.65339,0.43056,0.17361,0.48133,0.26446,0.22735,0.21223,0.28819
0.22000,active_view_topology_probe,4,288,0.72222,0.08333,0.05556,0.01389,0.62903,0.47651,0.15108,0.48133,0.26446,0.15917,0.38765,0.17014
0.22000,active_view_topology_probe,5,288,0.70139,0.13194,0.03472,0.01736,0.68401,0.38667,0.19565,0.48133,0.26446,0.19393,0.33928,0.23611
0.22000,active_view_topology_probe,6,288,0.69097,0.12847,0.05208,0.02431,0.65600,0.42657,0.17241,0.48133,0.26446,0.20134,0.30442,0.22222
0.22000,active_view_topology_probe,7,288,0.65972,0.11806,0.04514,0.00694,0.72917,0.37126,0.13223,0.48133,0.26446,0.17009,0.31560,0.24653
0.22000,active_view_topology_probe,8,288,0.64931,0.17361,0.04861,0.01736,0.66142,0.45806,0.11278,0.48133,0.26446,0.23145,0.23775,0.27083
0.22000,active_view_topology_probe,9,288,0.72569,0.12500,0.04514,0.01042,0.72325,0.37975,0.11538,0.48133,0.26446,0.18412,0.37195,0.17708
0.22000,conformal_topology_risk_filter,0,288,0.55903,0.22917,0.05903,0.03472,0.49593,0.63690,0.14167,0.61293,0.21076,0.32071,0.06681,0.35764
0.22000,conformal_topology_risk_filter,1,288,0.53125,0.29514,0.05208,0.02431,0.47368,0.65605,0.12977,0.61293,0.21076,0.36699,-0.00402,0.39236
0.22000,conformal_topology_risk_filter,2,288,0.50347,0.26736,0.06597,0.03819,0.47005,0.66667,0.09630,0.61293,0.21076,0.36237,-0.03486,0.41667
0.22000,conformal_topology_risk_filter,3,288,0.55556,0.22222,0.04861,0.03472,0.52174,0.60784,0.12593,0.61293,0.21076,0.31719,0.08296,0.34722
0.22000,conformal_topology_risk_filter,4,288,0.53125,0.23264,0.05903,0.03125,0.51948,0.61783,0.10687,0.61293,0.21076,0.31912,0.04125,0.36111
0.22000,conformal_topology_risk_filter,5,288,0.59722,0.22917,0.05556,0.02431,0.38938,0.71975,0.19084,0.61293,0.21076,0.31879,0.11528,0.34028
0.22000,conformal_topology_risk_filter,6,288,0.52778,0.20833,0.05556,0.03819,0.49580,0.64671,0.09917,0.61293,0.21076,0.31137,0.05917,0.38542
0.22000,conformal_topology_risk_filter,7,288,0.53819,0.25000,0.06250,0.02431,0.49580,0.64242,0.11382,0.61293,0.21076,0.33526,0.03466,0.36806
0.22000,conformal_topology_risk_filter,8,288,0.49653,0.24653,0.07986,0.03819,0.38053,0.74854,0.10256,0.61293,0.21076,0.33825,-0.03875,0.42361
0.22000,conformal_topology_risk_filter,9,288,0.59375,0.22917,0.09028,0.03819,0.42791,0.69536,0.13139,0.61293,0.21076,0.34958,0.05820,0.30903
0.22000,dynamic_scene_graph_transformer_proxy,0,288,0.64931,0.19097,0.05208,0.01736,0.59623,0.48701,0.23881,0.59913,0.16928,0.28854,0.22832,0.26736
0.22000,dynamic_scene_graph_transformer_proxy,1,288,0.63194,0.20139,0.06250,0.03125,0.52846,0.55172,0.25175,0.59913,0.16928,0.30205,0.17096,0.29167
0.22000,dynamic_scene_graph_transformer_proxy,2,288,0.57639,0.22569,0.07639,0.01736,0.52713,0.55844,0.26866,0.59913,0.16928,0.32884,0.08954,0.34375
0.22000,dynamic_scene_graph_transformer_proxy,3,288,0.62153,0.17361,0.08681,0.02083,0.55072,0.55030,0.26050,0.59913,0.16928,0.28807,0.17062,0.28125
0.22000,dynamic_scene_graph_transformer_proxy,4,288,0.61111,0.20139,0.07639,0.00694,0.51639,0.57432,0.23571,0.59913,0.16928,0.30901,0.16016,0.28125
0.22000,dynamic_scene_graph_transformer_proxy,5,288,0.59722,0.20833,0.05903,0.01389,0.52985,0.56707,0.26613,0.59913,0.16928,0.28499,0.15409,0.34028
0.22000,dynamic_scene_graph_transformer_proxy,6,288,0.67014,0.20833,0.07986,0.02431,0.57255,0.52288,0.21481,0.59913,0.16928,0.31775,0.19253,0.24306
0.22000,dynamic_scene_graph_transformer_proxy,7,288,0.62847,0.19792,0.06250,0.01736,0.55144,0.55333,0.18841,0.59913,0.16928,0.29655,0.19162,0.27778
0.22000,dynamic_scene_graph_transformer_proxy,8,288,0.62500,0.19444,0.07986,0.00694,0.55385,0.56364,0.18699,0.59913,0.16928,0.30466,0.18256,0.29514
0.22000,dynamic_scene_graph_transformer_proxy,9,288,0.63889,0.20833,0.08681,0.03125,0.53846,0.57317,0.20968,0.59913,0.16928,0.31635,0.14718,0.26389
0.22000,neural_tamp_replanner,0,288,0.62847,0.17014,0.04861,0.02083,0.57471,0.53704,0.19048,0.56853,0.17962,0.25723,0.23272,0.28819
0.22000,neural_tamp_replanner,1,288,0.64236,0.21528,0.07292,0.02083,0.61832,0.48408,0.18321,0.56853,0.17962,0.28828,0.17335,0.28125
0.22000,neural_tamp_replanner,2,288,0.58333,0.15972,0.07639,0.02083,0.59459,0.49673,0.21481,0.56853,0.17962,0.26349,0.15963,0.33681
0.22000,neural_tamp_replanner,3,288,0.58681,0.17361,0.05903,0.01042,0.54167,0.56667,0.18116,0.56853,0.17962,0.25456,0.18505,0.31597
0.22000,neural_tamp_replanner,4,288,0.64583,0.17361,0.06944,0.02431,0.54545,0.55405,0.20000,0.56853,0.17962,0.26783,0.21460,0.24653
0.22000,neural_tamp_replanner,5,288,0.61111,0.13889,0.06597,0.00694,0.57812,0.52866,0.19084,0.56853,0.17962,0.23966,0.23731,0.32639
0.22000,neural_tamp_replanner,6,288,0.64583,0.15972,0.07986,0.02431,0.51880,0.58929,0.24167,0.56853,0.17962,0.27631,0.21415,0.26736
0.22000,neural_tamp_replanner,7,288,0.63194,0.17361,0.05903,0.01042,0.44749,0.65493,0.19178,0.56853,0.17962,0.27227,0.22831,0.27431
0.22000,neural_tamp_replanner,8,288,0.65625,0.15625,0.04514,0.02083,0.55906,0.54194,0.21053,0.56853,0.17962,0.25108,0.27554,0.26389
0.22000,neural_tamp_replanner,9,288,0.59028,0.18750,0.07292,0.01736,0.61993,0.48148,0.19841,0.56853,0.17962,0.29729,0.15067,0.31250
0.22000,oracle_topology_planner,0,288,0.91667,0.00347,0.00000,0.00347,0.84429,0.22785,0.06923,0.39453,0.18564,0.01914,0.78621,0.00000
0.22000,oracle_topology_planner,1,288,0.92361,0.01042,0.01042,0.00000,0.89209,0.18421,0.01471,0.39453,0.18564,0.02801,0.78156,0.00000
0.22000,oracle_topology_planner,2,288,0.92014,0.01736,0.00694,0.01042,0.84211,0.23810,0.04965,0.39453,0.18564,0.04321,0.76176,0.00000
0.22000,oracle_topology_planner,3,288,0.90278,0.01389,0.00694,0.00347,0.87108,0.20886,0.03077,0.39453,0.18564,0.03410,0.75687,0.00000
0.22000,oracle_topology_planner,4,288,0.89236,0.00694,0.00694,0.00347,0.88235,0.20000,0.01449,0.39453,0.18564,0.02797,0.75430,0.00000
0.22000,oracle_topology_planner,5,288,0.93750,0.01389,0.00347,0.00694,0.86989,0.22000,0.01449,0.39453,0.18564,0.03400,0.79353,0.00000
0.22000,oracle_topology_planner,6,288,0.91319,0.00347,0.00694,0.00347,0.88973,0.15217,0.05333,0.39453,0.18564,0.02397,0.77468,0.00000
0.22000,oracle_topology_planner,7,288,0.90625,0.01736,0.01389,0.00347,0.83200,0.24088,0.05960,0.39453,0.18564,0.04056,0.74524,0.00000
0.22000,oracle_topology_planner,8,288,0.92014,0.01736,0.00347,0.00347,0.84211,0.25333,0.02899,0.39453,0.18564,0.03524,0.77527,0.00000
0.22000,oracle_topology_planner,9,288,0.90278,0.01389,0.01042,0.00347,0.82963,0.26316,0.04412,0.39453,0.18564,0.03810,0.75128,0.00000
0.22000,particle_filter_topology_belief_mpc,0,288,0.66319,0.18403,0.04514,0.00694,0.63799,0.45062,0.22222,0.56993,0.18820,0.24823,0.26725,0.25347
0.22000,particle_filter_topology_belief_mpc,1,288,0.63194,0.11111,0.03819,0.01389,0.64207,0.45283,0.19380,0.56993,0.18820,0.18763,0.30853,0.29167
0.22000,particle_filter_topology_belief_mpc,2,288,0.61458,0.11458,0.04167,0.00694,0.60000,0.49057,0.23256,0.56993,0.18820,0.18263,0.28770,0.30556
0.22000,particle_filter_topology_belief_mpc,3,288,0.65625,0.10764,0.04167,0.01389,0.63736,0.43871,0.23308,0.56993,0.18820,0.17723,0.32804,0.24653
0.22000,particle_filter_topology_belief_mpc,4,288,0.65625,0.12847,0.05556,0.02431,0.66904,0.45665,0.12174,0.56993,0.18820,0.22326,0.29058,0.23611
0.22000,particle_filter_topology_belief_mpc,5,288,0.64583,0.12153,0.05556,0.01389,0.60800,0.49333,0.17391,0.56993,0.18820,0.20321,0.29145,0.29167
0.22000,particle_filter_topology_belief_mpc,6,288,0.68056,0.11806,0.06597,0.02431,0.69474,0.42105,0.12821,0.56993,0.18820,0.21508,0.31114,0.23264
0.22000,particle_filter_topology_belief_mpc,7,288,0.64583,0.13889,0.06597,0.01736,0.61004,0.49359,0.18182,0.56993,0.18820,0.22601,0.25829,0.26042
0.22000,particle_filter_topology_belief_mpc,8,288,0.66667,0.14583,0.02083,0.01389,0.61887,0.50000,0.15323,0.56993,0.18820,0.19634,0.33572,0.25347
0.22000,particle_filter_topology_belief_mpc,9,288,0.67014,0.13889,0.05208,0.01042,0.59398,0.50314,0.21705,0.56993,0.18820,0.22688,0.30475,0.23264
0.22000,proposed_topology_change_detector_v4,0,288,0.70486,0.09028,0.04167,0.01042,0.63469,0.45570,0.20769,0.52433,0.17103,0.15397,0.41129,0.21181
0.22000,proposed_topology_change_detector_v4,1,288,0.73264,0.06944,0.03472,0.00694,0.75472,0.32886,0.11511,0.52433,0.17103,0.12146,0.47806,0.19097
0.22000,proposed_topology_change_detector_v4,2,288,0.72569,0.09028,0.01389,0.01389,0.66667,0.42038,0.19084,0.52433,0.17103,0.12913,0.46445,0.19444
0.22000,proposed_topology_change_detector_v4,3,288,0.68750,0.10069,0.03472,0.01042,0.65714,0.42138,0.22481,0.52433,0.17103,0.15520,0.39146,0.21528
0.22000,proposed_topology_change_detector_v4,4,288,0.71528,0.11806,0.03819,0.03472,0.66667,0.45161,0.11278,0.52433,0.17103,0.18455,0.38164,0.17708
0.22000,proposed_topology_change_detector_v4,5,288,0.73611,0.11458,0.03125,0.01736,0.63118,0.44667,0.21739,0.52433,0.17103,0.16574,0.42330,0.20139
0.22000,proposed_topology_change_detector_v4,6,288,0.72917,0.05903,0.01736,0.00694,0.68235,0.40411,0.15493,0.52433,0.17103,0.10337,0.50244,0.18403
0.22000,proposed_topology_change_detector_v4,7,288,0.70486,0.11111,0.04861,0.00347,0.65152,0.45223,0.16031,0.52433,0.17103,0.16759,0.39386,0.20139
0.22000,proposed_topology_change_detector_v4,8,288,0.73264,0.10764,0.02431,0.02083,0.66917,0.42581,0.16541,0.52433,0.17103,0.15887,0.43646,0.18750
0.22000,proposed_topology_change_detector_v4,9,288,0.78125,0.09028,0.03125,0.01042,0.69173,0.41401,0.12977,0.52433,0.17103,0.14313,0.50695,0.12153
0.22000,risk_aware_robust_replanner,0,288,0.56250,0.22917,0.06250,0.05903,0.40000,0.69872,0.24242,0.57953,0.20678,0.34259,0.03657,0.35417
0.22000,risk_aware_robust_replanner,1,288,0.56597,0.22917,0.07639,0.05208,0.43172,0.68987,0.15385,0.57953,0.20678,0.34027,0.03747,0.35764
0.22000,risk_aware_robust_replanner,2,288,0.52083,0.19444,0.08333,0.04861,0.41026,0.70370,0.19048,0.57953,0.20678,0.33540,0.01778,0.39931
0.22000,risk_aware_robust_replanner,3,288,0.53819,0.27083,0.07986,0.04167,0.48980,0.62500,0.19531,0.57953,0.20678,0.37986,-0.02642,0.36458
0.22000,risk_aware_robust_replanner,4,288,0.52083,0.25694,0.08333,0.06250,0.35897,0.74233,0.23200,0.57953,0.20678,0.38719,-0.05930,0.37153
0.22000,risk_aware_robust_replanner,5,288,0.53472,0.21528,0.12153,0.07986,0.43154,0.67901,0.21429,0.57953,0.20678,0.38715,-0.07055,0.40278
0.22000,risk_aware_robust_replanner,6,288,0.52431,0.21528,0.08681,0.02083,0.39485,0.70701,0.22901,0.57953,0.20678,0.32879,0.02254,0.38889
0.22000,risk_aware_robust_replanner,7,288,0.55903,0.24653,0.07292,0.04514,0.42857,0.68323,0.20472,0.57953,0.20678,0.36354,0.02191,0.34722
0.22000,risk_aware_robust_replanner,8,288,0.56250,0.25347,0.08333,0.03472,0.45627,0.67033,0.19811,0.57953,0.20678,0.37423,0.01983,0.35764
0.22000,risk_aware_robust_replanner,9,288,0.55556,0.21181,0.10417,0.06597,0.38835,0.72414,0.14685,0.57953,0.20678,0.37108,-0.00638,0.34722
0.22000,risk_calibrated_topology_belief_v5,0,288,0.87153,0.02778,0.00347,0.01736,0.78102,0.31410,0.08333,0.45093,0.18378,0.05572,0.69175,0.04514
0.22000,risk_calibrated_topology_belief_v5,1,288,0.84722,0.01736,0.01736,0.01389,0.77165,0.34228,0.05036,0.45093,0.18378,0.05314,0.66612,0.07639
0.22000,risk_calibrated_topology_belief_v5,2,288,0.81944,0.03472,0.00694,0.02431,0.79599,0.31214,0.06087,0.45093,0.18378,0.07070,0.62394,0.10069
0.22000,risk_calibrated_topology_belief_v5,3,288,0.80903,0.03472,0.01736,0.00694,0.76325,0.34940,0.07377,0.45093,0.18378,0.06663,0.61748,0.09375
0.22000,risk_calibrated_topology_belief_v5,4,288,0.83333,0.03125,0.00694,0.01389,0.79848,0.32258,0.02256,0.45093,0.18378,0.06129,0.65456,0.05903
0.22000,risk_calibrated_topology_belief_v5,5,288,0.80903,0.03472,0.01042,0.01042,0.81429,0.28302,0.05426,0.45093,0.18378,0.06468,0.62376,0.12847
0.22000,risk_calibrated_topology_belief_v5,6,288,0.82986,0.02083,0.01736,0.01042,0.84337,0.26056,0.01370,0.45093,0.18378,0.05463,0.65223,0.08333
0.22000,risk_calibrated_topology_belief_v5,7,288,0.81944,0.03472,0.02083,0.01389,0.78788,0.32468,0.04478,0.45093,0.18378,0.07379,0.61814,0.08681
0.22000,risk_calibrated_topology_belief_v5,8,288,0.82292,0.03819,0.01042,0.02083,0.75502,0.36486,0.05000,0.45093,0.18378,0.07508,0.62341,0.09722
0.22000,risk_calibrated_topology_belief_v5,9,288,0.83333,0.02083,0.01389,0.00347,0.81752,0.27742,0.05263,0.45093,0.18378,0.04798,0.66421,0.06944
0.22000,topological_slam_tamp,0,288,0.65278,0.14583,0.08333,0.02778,0.58964,0.52258,0.16541,0.59973,0.17352,0.28266,0.22925,0.26389
0.22000,topological_slam_tamp,1,288,0.63889,0.17708,0.07292,0.02431,0.54054,0.54545,0.26119,0.59973,0.17352,0.29861,0.19421,0.28472
0.22000,topological_slam_tamp,2,288,0.62153,0.17361,0.09028,0.01042,0.52590,0.56863,0.23704,0.59973,0.17352,0.29886,0.17491,0.29861
0.22000,topological_slam_tamp,3,288,0.66319,0.18403,0.09375,0.00347,0.59854,0.47097,0.27820,0.59973,0.17352,0.29733,0.20650,0.23958
0.22000,topological_slam_tamp,4,288,0.61111,0.18750,0.08681,0.03472,0.57857,0.54494,0.19091,0.59973,0.17352,0.30491,0.13699,0.28125
0.22000,topological_slam_tamp,5,288,0.64236,0.19792,0.07639,0.03125,0.62602,0.42105,0.23226,0.59973,0.17352,0.30159,0.16564,0.29514
0.22000,topological_slam_tamp,6,288,0.65278,0.17014,0.08333,0.02083,0.55513,0.53797,0.24615,0.59973,0.17352,0.28839,0.20720,0.26042
0.22000,topological_slam_tamp,7,288,0.60764,0.15972,0.07639,0.01736,0.52918,0.56410,0.25000,0.59973,0.17352,0.27994,0.18366,0.29861
0.22000,topological_slam_tamp,8,288,0.60069,0.18403,0.06250,0.02778,0.59843,0.50649,0.17910,0.59973,0.17352,0.29782,0.16567,0.31944
0.22000,topological_slam_tamp,9,288,0.63542,0.16667,0.05903,0.02083,0.53659,0.56579,0.20588,0.59973,0.17352,0.26678,0.22602,0.26736
0.33000,active_view_topology_probe,0,288,0.65625,0.16319,0.07292,0.01042,0.71685,0.37107,0.15504,0.52187,0.27670,0.23328,0.21886,0.25000
0.33000,active_view_topology_probe,1,288,0.63889,0.15278,0.04514,0.02778,0.72727,0.32919,0.22047,0.52187,0.27670,0.23082,0.22289,0.28472
0.33000,active_view_topology_probe,2,288,0.64236,0.13194,0.03472,0.02431,0.60408,0.48611,0.18750,0.52187,0.27670,0.20718,0.26345,0.25000
0.33000,active_view_topology_probe,3,288,0.63542,0.12847,0.06597,0.01389,0.70103,0.35849,0.23256,0.52187,0.27670,0.22322,0.22980,0.27778
0.33000,active_view_topology_probe,4,288,0.67361,0.14236,0.07639,0.01389,0.68482,0.37589,0.19048,0.52187,0.27670,0.24336,0.24303,0.23611
0.33000,active_view_topology_probe,5,288,0.67014,0.16319,0.06250,0.02083,0.66667,0.43373,0.18033,0.52187,0.27670,0.24221,0.23359,0.24653
0.33000,active_view_topology_probe,6,288,0.66667,0.15625,0.04514,0.01042,0.68750,0.38889,0.21429,0.52187,0.27670,0.22442,0.26622,0.23264
0.33000,active_view_topology_probe,7,288,0.65625,0.16667,0.04167,0.00694,0.64151,0.45513,0.18182,0.52187,0.27670,0.22701,0.25577,0.25347
0.33000,active_view_topology_probe,8,288,0.67708,0.15278,0.05903,0.01389,0.69416,0.39881,0.18333,0.52187,0.27670,0.23543,0.26206,0.22917
0.33000,active_view_topology_probe,9,288,0.68056,0.14583,0.04861,0.00347,0.71378,0.38415,0.14516,0.52187,0.27670,0.21472,0.29859,0.21528
0.33000,conformal_topology_risk_filter,0,288,0.51736,0.27778,0.09722,0.05208,0.38961,0.73529,0.13559,0.65347,0.22062,0.40409,-0.09499,0.38889
0.33000,conformal_topology_risk_filter,1,288,0.53472,0.27083,0.10764,0.04514,0.45528,0.68182,0.12500,0.65347,0.22062,0.38643,-0.07551,0.38889
0.33000,conformal_topology_risk_filter,2,288,0.46875,0.24653,0.12500,0.04861,0.47737,0.64848,0.16260,0.65347,0.22062,0.37663,-0.14749,0.42361
0.33000,conformal_topology_risk_filter,3,288,0.52431,0.23611,0.11458,0.03819,0.45783,0.65868,0.20661,0.65347,0.22062,0.35943,-0.06121,0.38889
0.33000,conformal_topology_risk_filter,4,288,0.49306,0.25694,0.09722,0.05208,0.47012,0.64671,0.20661,0.65347,0.22062,0.36803,-0.10513,0.41667
0.33000,conformal_topology_risk_filter,5,288,0.54514,0.25000,0.07639,0.03819,0.43983,0.67879,0.18699,0.65347,0.22062,0.36680,-0.00458,0.37153
0.33000,conformal_topology_risk_filter,6,288,0.49306,0.23264,0.07986,0.03472,0.42791,0.68276,0.16783,0.65347,0.22062,0.35104,-0.04149,0.40625
0.33000,conformal_topology_risk_filter,7,288,0.50000,0.25694,0.07986,0.04861,0.43478,0.68927,0.18919,0.65347,0.22062,0.36489,-0.07034,0.40972
0.33000,conformal_topology_risk_filter,8,288,0.50347,0.28819,0.10069,0.04167,0.38428,0.72671,0.18898,0.65347,0.22062,0.39718,-0.11718,0.40278
0.33000,conformal_topology_risk_filter,9,288,0.46528,0.27778,0.10069,0.05556,0.44813,0.68605,0.12931,0.65347,0.22062,0.39143,-0.15444,0.43056
0.33000,dynamic_scene_graph_transformer_proxy,0,288,0.57639,0.20486,0.11111,0.02778,0.51079,0.56970,0.34146,0.63967,0.17888,0.34954,0.04273,0.32986
0.33000,dynamic_scene_graph_transformer_proxy,1,288,0.62500,0.18056,0.11806,0.03125,0.57252,0.51299,0.24627,0.63967,0.17888,0.33457,0.10773,0.29861
0.33000,dynamic_scene_graph_transformer_proxy,2,288,0.61111,0.22569,0.07292,0.03125,0.49057,0.61538,0.26050,0.63967,0.17888,0.33592,0.10864,0.28125
0.33000,dynamic_scene_graph_transformer_proxy,3,288,0.62500,0.20139,0.07292,0.04167,0.53282,0.56875,0.23438,0.63967,0.17888,0.31970,0.13530,0.28819
0.33000,dynamic_scene_graph_transformer_proxy,4,288,0.57986,0.21875,0.11458,0.03472,0.53282,0.56875,0.23438,0.63967,0.17888,0.35024,0.02888,0.32986
0.33000,dynamic_scene_graph_transformer_proxy,5,288,0.59375,0.21181,0.09375,0.02431,0.50746,0.60465,0.24138,0.63967,0.17888,0.33537,0.08759,0.32292
0.33000,dynamic_scene_graph_transformer_proxy,6,288,0.56597,0.20139,0.10069,0.03125,0.48583,0.61039,0.24627,0.63967,0.17888,0.34289,0.05061,0.33333
0.33000,dynamic_scene_graph_transformer_proxy,7,288,0.58681,0.18056,0.09028,0.02431,0.50593,0.58170,0.26667,0.63967,0.17888,0.31464,0.10968,0.32292
0.33000,dynamic_scene_graph_transformer_proxy,8,288,0.53819,0.27083,0.10069,0.04861,0.46097,0.62195,0.34677,0.63967,0.17888,0.39686,-0.06761,0.36806
0.33000,dynamic_scene_graph_transformer_proxy,9,288,0.55556,0.21528,0.10069,0.03819,0.45059,0.63694,0.29771,0.63967,0.17888,0.35090,0.01596,0.34028
0.33000,neural_tamp_replanner,0,288,0.60417,0.23611,0.07292,0.03472,0.46970,0.63314,0.27731,0.60907,0.19000,0.32710,0.08634,0.30208
0.33000,neural_tamp_replanner,1,288,0.60069,0.22569,0.09028,0.01736,0.56506,0.51592,0.27481,0.60907,0.19000,0.33206,0.08742,0.32292
0.33000,neural_tamp_replanner,2,288,0.63889,0.22917,0.05556,0.03125,0.50746,0.59281,0.27273,0.60907,0.19000,0.31339,0.15301,0.25347
0.33000,neural_tamp_replanner,3,288,0.59722,0.19792,0.08681,0.01736,0.52137,0.56738,0.21769,0.60907,0.19000,0.30930,0.11718,0.31597
0.33000,neural_tamp_replanner,4,288,0.62153,0.24306,0.06944,0.01389,0.54902,0.55975,0.20155,0.60907,0.19000,0.33506,0.12770,0.28819
